¶ÏÃæ,date_beijing,¾­¶È,Î³¶È,point_id,is_train,date_gmt,time_gmt,time_beijing,station_B1,station_B2,station_B3,station_B4,station_B5,station_B6,station_B7,station_B8,station_B8A,station_B9,station_B11,station_B12,veg_B1,veg_B2,veg_B3,veg_B4,veg_B5,veg_B6,veg_B7,veg_B8,veg_B8A,veg_B9,veg_B11,veg_B12,anomaly_B1,anomaly_B2,anomaly_B3,anomaly_B4,anomaly_B5,anomaly_B6,anomaly_B7,anomaly_B8,anomaly_B8A,anomaly_B9,anomaly_B11,anomaly_B12,veg_corrected_B1,veg_corrected_B2,veg_corrected_B3,veg_corrected_B4,veg_corrected_B5,veg_corrected_B6,veg_corrected_B7,veg_corrected_B8,veg_corrected_B8A,veg_corrected_B9,veg_corrected_B11,veg_corrected_B12,Ë®ÎÂ_avg,pH_avg,ÈÜ½âÑõ_avg,¸ßÃÌËáÑÎÖ¸Êý_avg,°±µª_avg,×ÜÁ×_avg,×Üµª_avg,µçµ¼ÂÊ_avg,×Ç¶È_avg
ÐÁ·áÕò,2024-11-03,119.561356,32.120672,point_21,1,2024-11-03,02:48,10:48,0.0572,0.082,0.1098,0.0936,0.082,0.0367,0.0434,0.0338,0.0294,0.0607,0.0181,0.0125,0.038537297118251,0.0512525833122251,0.077219586734992,0.0714827949132618,0.1288215390760477,0.219487841708396,0.2540076067260287,0.2693548590950126,0.2732914797783968,0.260540033058603,0.1812791649617775,0.1218649708707597,-0.02302984615384615,-0.015416307692307687,-0.0163723076923077,-0.025776307692307696,-0.029822461538461534,-0.03662123076923076,-0.03147661538461539,-0.035003692307692305,-0.03360646153846154,-0.030476923076923075,-0.029751999999999997,-0.029125230769230768,0.018662702881749003,0.030747416687774906,0.03258041326500799,0.0221172050867382,-0.046821539076047705,-0.182787841708396,-0.21060760672602868,-0.23555485909501261,-0.24389147977839679,-0.199840033058603,-0.1631791649617775,-0.1093649708707597,21.06,7.593333333333334,6.679333333333333,2.4153333333333333,0.1432,0.09756666666666668,2.0366666666666666,364.76666666666665,51.21
ÐÁ·áÕò,2024-11-06,119.561356,32.120672,point_21,1,2024-11-06,02:58,10:58,0.0599,0.08,0.108,0.0943,0.0817,0.0477,0.0489,0.0421,0.0325,0.0636,0.0176,0.0175,0.0472566370503153,0.0569614383414842,0.0772830339224129,0.0740629038962387,0.1212831897979463,0.2016625109599985,0.228790598107411,0.2524156947177675,0.2485368421565379,0.2406353720554142,0.1797940822503231,0.124870308633556,-0.02032984615384615,-0.01741630769230769,-0.018172307692307696,-0.025076307692307703,-0.030122461538461542,-0.025621230769230764,-0.02597661538461539,-0.026703692307692303,-0.030506461538461538,-0.02757692307692307,-0.030251999999999998,-0.024125230769230767,0.012643362949684704,0.023038561658515803,0.030716966077587102,0.0202370961037613,-0.03958318979794631,-0.1539625109599985,-0.179890598107411,-0.21031569471776748,-0.2160368421565379,-0.1770353720554142,-0.16219408225032309,-0.107370308633556,20.496666666666666,7.603333333333333,6.421,2.0126666666666666,0.09796666666666666,0.09223333333333333,1.938,359.6000000000001,47.04333333333333
ÐÁ·áÕò,2024-11-23,119.561356,32.120672,point_21,1,2024-11-23,02:48,10:48,0.0622,0.0866,0.1086,0.1012,0.0956,0.0474,0.0505,0.0418,0.0354,0.0665,0.0162,0.0206,0.052118682007417,0.0634146003416271,0.0812690418201066,0.0843484500126648,0.1247334164669511,0.1900874325351208,0.2132167462281368,0.2345141135553264,0.2298122222655208,0.2223012466795267,0.1870628964272026,0.1419072693204476,-0.018029846153846153,-0.010816307692307695,-0.017572307692307693,-0.0181763076923077,-0.016222461538461533,-0.025921230769230766,-0.024376615384615385,-0.027003692307692305,-0.027606461538461538,-0.02467692307692307,-0.031652,-0.02102523076923077,0.010081317992583001,0.023185399658372893,0.027330958179893408,0.016851549987335193,-0.029133416466951098,-0.1426874325351208,-0.1627167462281368,-0.1927141135553264,-0.1944122222655208,-0.1558012466795267,-0.17086289642720262,-0.12130726932044758,18.37,6.346666666666667,8.254,2.0606666666666666,0.04203333333333333,0.09263333333333333,2.274,301.43333333333334,10.573333333333334
ÐÁ·áÕò,2024-11-26,119.561356,32.120672,point_21,1,2024-11-26,02:58,10:58,0.0606,0.0849,0.1166,0.1164,0.1033,0.0584,0.0592,0.056,0.043,0.0683,0.0234,0.0176,0.0439851262267079,0.0545615724593911,0.0714353905656333,0.0727219271411777,0.106687921269866,0.1676985825068684,0.1871004880852639,0.2107982269158079,0.2019116799485613,0.1916233498301606,0.1570366885541894,0.1134514915340101,-0.01962984615384615,-0.012516307692307688,-0.0095723076923077,-0.0029763076923076948,-0.008522461538461534,-0.014921230769230763,-0.015676615384615386,-0.0128036923076923,-0.020006461538461542,-0.022876923076923072,-0.024451999999999998,-0.024025230769230767,0.0166148737732921,0.030338427540608906,0.04516460943436669,0.0436780728588223,-0.0033879212698659927,-0.10929858250686839,-0.12790048808526389,-0.1547982269158079,-0.1589116799485613,-0.1233233498301606,-0.1336366885541894,-0.0958514915340101,16.80333333333333,7.8566666666666665,7.975999999999999,2.3083333333333336,0.0946,0.1035,2.453333333333333,374.1333333333334,84.89333333333333
ÐÁ·áÕò,2024-11-28,119.561356,32.120672,point_21,1,2024-11-28,02:48,10:48,0.0571,0.0758,0.1036,0.0984,0.092,0.0527,0.0544,0.0542,0.0432,0.0723,0.0341,0.0331,0.0536098977716294,0.0614784053932934,0.0874956121037351,0.0954019676038681,0.1310975865271577,0.190088183985088,0.2088305834291315,0.2325950473796675,0.2253608236073494,0.216222775363872,0.191650999227117,0.1469268125401866,-0.023129846153846154,-0.021616307692307685,-0.022572307692307697,-0.020976307692307697,-0.01982246153846154,-0.020621230769230767,-0.02047661538461539,-0.014603692307692304,-0.019806461538461537,-0.01887692307692307,-0.013752,-0.008525230769230771,0.003490102228370595,0.014321594606706609,0.016104387896264893,0.0029980323961319028,-0.039097586527157696,-0.137388183985088,-0.1544305834291315,-0.1783950473796675,-0.18216082360734942,-0.143922775363872,-0.15755099922711702,-0.11382681254018662,17.32,7.916666666666667,8.451666666666666,2.3033333333333332,0.07623333333333333,0.10136666666666667,2.228666666666667,364.8666666666666,75.18
ÐÁ·áÕò,2024-12-01,119.561356,32.120672,point_21,1,2024-12-01,02:58,10:58,0.0648,0.0766,0.107,0.1022,0.094,0.0447,0.0504,0.0448,0.0309,0.0752,0.02,0.0154,0.0544202118608291,0.0610708652391064,0.0825583770109567,0.0897734719326618,0.1240792325078423,0.1751105738817553,0.1927835713682623,0.2108199644084195,0.2088128077729932,0.2027336405380305,0.1830086842156538,0.1389353171742362,-0.015429846153846155,-0.02081630769230769,-0.019172307692307697,-0.0171763076923077,-0.017822461538461537,-0.028621230769230767,-0.02447661538461539,-0.024003692307692302,-0.03210646153846154,-0.01597692307692307,-0.027852,-0.026225230769230768,0.010379788139170898,0.015529134760893598,0.024441622989043302,0.012426528067338197,-0.030079232507842293,-0.1304105738817553,-0.1423835713682623,-0.16601996440841948,-0.17791280777299318,-0.1275336405380305,-0.16300868421565382,-0.12353531717423621,17.22,7.936666666666667,8.495666666666667,2.185,0.06326666666666667,0.07533333333333332,2.028,367.3666666666666,57.623333333333335
ÐÁ·áÕò,2024-12-08,119.561356,32.120672,point_21,1,2024-12-08,02:48,10:48,0.0638,0.0734,0.1032,0.0934,0.0809,0.0384,0.043,0.0396,0.035,0.0765,0.0223,0.0247,0.0571120118335509,0.0617312156992642,0.0843838788977001,0.0943665916515663,0.1280204917873077,0.1831176282238635,0.2011015821366637,0.2257903652683334,0.2171888136572947,0.2060069650384167,0.1907608054218708,0.1483788334015289,-0.016429846153846156,-0.024016307692307684,-0.022972307692307695,-0.0259763076923077,-0.030922461538461538,-0.03492123076923077,-0.03187661538461539,-0.0292036923076923,-0.028006461538461536,-0.014676923076923074,-0.025552,-0.01692523076923077,0.0066879881664490964,0.011668784300735806,0.018816121102299896,-0.0009665916515663037,-0.047120491787307706,-0.1447176282238635,-0.1581015821366637,-0.1861903652683334,-0.1821888136572947,-0.1295069650384167,-0.1684608054218708,-0.12367883340152891,16.28333333333333,7.916666666666667,8.945666666666668,1.7686666666666666,0.04416666666666667,0.0759,1.6693333333333333,380.0666666666666,61.6
ÐÁ·áÕò,2024-12-16,119.561356,32.120672,point_21,1,2024-12-16,02:58,10:58,0.0613,0.079,0.1008,0.0902,0.0815,0.0414,0.0412,0.0382,0.027,0.057,0.0141,0.0112,0.0557123015022503,0.0690787639070203,0.082882248049932,0.0918644051724697,0.1181589768070194,0.165149041040729,0.182582795887484,0.2072767401230118,0.1965956189232897,0.1843675671726127,0.179013796933149,0.1394065691795101,-0.01892984615384615,-0.01841630769230769,-0.025372307692307694,-0.029176307692307696,-0.030322461538461534,-0.031921230769230764,-0.03367661538461539,-0.030603692307692304,-0.03600646153846154,-0.03417692307692307,-0.033752,-0.030425230769230767,0.005587698497749698,0.009921236092979707,0.017917751950068006,-0.001664405172469699,-0.03665897680701939,-0.12374904104072901,-0.14138279588748398,-0.16907674012301183,-0.1695956189232897,-0.12736756717261272,-0.164913796933149,-0.12820656917951012,14.39,7.923333333333333,9.132666666666667,1.8716666666666668,0.05206666666666667,0.06853333333333333,1.7103333333333335,390.40000000000003,46.48666666666667
ÐÁ·áÕò,2024-12-21,119.561356,32.120672,point_21,1,2024-12-21,02:58,10:58,0.0805,0.0937,0.1274,0.1038,0.0895,0.053,0.0493,0.0446,0.0371,0.0711,0.0265,0.0243,0.0715037608219834,0.0775071004552864,0.0976720596353811,0.1068477258409161,0.1359893546752917,0.1814050338055061,0.1966668092278317,0.2203060905117262,0.2117504315803833,0.1994961463021781,0.18607917989985,0.1430407387201321,0.0002701538461538505,-0.0037163076923076854,0.0012276923076923185,-0.015576307692307695,-0.02232246153846154,-0.020321230769230765,-0.025576615384615392,-0.0242036923076923,-0.025906461538461538,-0.020076923076923076,-0.021352,-0.01732523076923077,0.008996239178016605,0.016192899544713604,0.029727940364618913,-0.0030477258409161018,-0.046489354675291694,-0.1284050338055061,-0.14736680922783169,-0.1757060905117262,-0.17465043158038332,-0.1283961463021781,-0.15957917989985002,-0.11874073872013209,13.660000000000002,7.926666666666667,9.281,1.6986666666666668,0.051333333333333335,0.0657,1.6746666666666667,396.0666666666666,39.70666666666667
ÐÁ·áÕò,2024-12-26,119.561356,32.120672,point_21,1,2024-12-26,02:58,10:58,0.115,0.1282,0.1446,0.128,0.1263,0.0972,0.0963,0.0874,0.075,0.1029,0.0382,0.0274,0.1104346956205471,0.1233617783449914,0.1315682919938427,0.1364301576940812,0.1630349401502899,0.1979143928323237,0.2110868220226149,0.2281467769486062,0.2201661113600788,0.2177907254057638,0.1954835522085615,0.1531333427508132,0.03477015384615385,0.030783692307692317,0.01842769230769231,0.008623692307692304,0.014477538461538458,0.02387876923076923,0.021423384615384608,0.018596307692307704,0.011993538461538458,0.011723076923076933,-0.009652,-0.014225230769230768,0.004565304379452906,0.004838221655008607,0.0130317080061573,-0.008430157694081203,-0.03673494015028991,-0.10071439283232371,-0.11478682202261489,-0.14074677694860618,-0.1451661113600788,-0.1148907254057638,-0.1572835522085615,-0.1257333427508132,12.926666666666668,7.906666666666666,9.372333333333335,1.7366666666666666,0.06973333333333333,0.06553333333333333,1.6376666666666668,406.76666666666665,39.28333333333333
ÐÁ·áÕò,2024-12-28,119.561356,32.120672,point_21,1,2024-12-28,02:48,10:48,0.0577,0.0775,0.108,0.0866,0.0689,0.0285,0.0249,0.0254,0.0191,0.0605,0.0169,0.0153,0.0572941679818665,0.0637412368723573,0.0856873883703861,0.1004761724762775,0.1302626502737564,0.1787698708830998,0.1967583234287422,0.2252616630620449,0.2134043369119757,0.1985598815345946,0.195300263364703,0.1531677266202935,-0.02252984615384615,-0.01991630769230769,-0.018172307692307696,-0.0327763076923077,-0.042922461538461534,-0.044821230769230766,-0.04997661538461539,-0.0434036923076923,-0.04390646153846154,-0.030676923076923074,-0.030952,-0.026325230769230767,0.00040583201813350345,0.013758763127642695,0.0223126116296139,-0.01387617247627751,-0.06136265027375638,-0.15026987088309982,-0.1718583234287422,-0.1998616630620449,-0.19430433691197568,-0.13805988153459461,-0.178400263364703,-0.13786772662029348,12.486666666666666,7.94,9.607666666666667,1.9236666666666666,0.06423333333333334,0.07626666666666666,1.7303333333333333,402.63333333333327,75.91333333333334
ÐÁ·áÕò,2024-12-31,119.561356,32.120672,point_21,1,2024-12-31,02:58,10:58,0.072,0.0888,0.113,0.0944,0.0827,0.0481,0.049,0.0477,0.0398,0.0647,0.0259,0.0205,0.0656220986042644,0.0727793585072319,0.0910221275061862,0.1027260818736238,0.1291262198884191,0.1691821759574979,0.1840895147724543,0.2061200205885598,0.1981711341244016,0.1881400434503046,0.1808674970286227,0.1419228328429748,-0.008229846153846157,-0.008616307692307687,-0.013172307692307691,-0.0249763076923077,-0.02912246153846154,-0.025221230769230767,-0.025876615384615387,-0.021103692307692302,-0.023206461538461537,-0.02647692307692308,-0.021952,-0.021125230769230768,0.0063779013957355885,0.016020641492768106,0.021977872493813805,-0.008326081873623797,-0.04642621988841911,-0.1210821759574979,-0.1350895147724543,-0.1584200205885598,-0.1583711341244016,-0.12344004345030461,-0.1549674970286227,-0.1214228328429748,12.183333333333332,7.976666666666667,9.635333333333334,1.6823333333333332,0.05536666666666667,0.06453333333333333,1.6586666666666667,403.8999999999999,38.72
ÐÁ·áÕò,2025-01-02,119.561356,32.120672,point_21,1,2025-01-02,02:48,10:48,0.0926,0.1092,0.1276,0.109,0.0965,0.0608,0.0616,0.0552,0.0497,0.0806,0.0257,0.0229,0.0772626002636893,0.0919396651273958,0.104665468048763,0.116158463716722,0.1471244461547455,0.1889230679552379,0.2065938900038319,0.2283256645818312,0.2207734703089585,0.2154510076703754,0.2008205749209256,0.1623293971513748,0.01237015384615385,0.011783692307692314,0.0014276923076922965,-0.010376307692307699,-0.015322461538461535,-0.012521230769230764,-0.013276615384615387,-0.013603692307692303,-0.013306461538461538,-0.010576923076923067,-0.022151999999999998,-0.01872523076923077,0.015337399736310708,0.0172603348726042,0.022934531951236986,-0.007158463716722005,-0.050624446154745484,-0.1281230679552379,-0.1449938900038319,-0.1731256645818312,-0.1710734703089585,-0.1348510076703754,-0.1751205749209256,-0.13942939715137478,12.053333333333333,7.963333333333334,9.676333333333334,1.668,0.06296666666666667,0.06266666666666666,1.638,406.0333333333333,34.68333333333334
ÐÁ·áÕò,2025-01-05,119.561356,32.120672,point_21,1,2025-01-05,02:58,10:58,0.0908,0.1118,0.1356,0.1136,0.1044,0.0717,0.0672,0.06,0.055,0.0755,0.0245,0.0188,0.085558150017211,0.098967365833382,0.1083152715806429,0.1175122323324825,0.1435905211438665,0.1820225785710111,0.1963511573758356,0.2121207207294973,0.207651483090752,0.2036465126096812,0.1923599938948748,0.1534684706012246,0.010570153846153854,0.014383692307692306,0.009427692307692304,-0.005776307692307692,-0.0074224615384615306,-0.0016212307692307637,-0.007676615384615393,-0.008803692307692304,-0.008006461538461539,-0.015676923076923074,-0.023351999999999998,-0.022825230769230768,0.00524184998278901,0.012832634166617993,0.0272847284193571,-0.003912232332482488,-0.039190521143866494,-0.11032257857101109,-0.1291511573758356,-0.1521207207294973,-0.152651483090752,-0.12814651260968118,-0.1678599938948748,-0.13466847060122458,12.299999999999999,7.97,9.613,1.793,0.07023333333333333,0.0639,1.8383333333333332,408.0333333333333,42.373333333333335
ÐÁ·áÕò,2025-01-10,119.561356,32.120672,point_21,1,2025-01-10,02:58,10:58,0.0526,0.0652,0.09,0.0733,0.0595,0.0331,0.0336,0.031,0.0264,0.0514,0.02,0.0139,0.0512674408484825,0.0589983883119329,0.0763616916392261,0.0887006696153122,0.1110028142028588,0.1474018529704033,0.1607095756288603,0.1830363170508349,0.1749601267138192,0.162728649273555,0.1658808636803509,0.133644260857705,-0.02762984615384615,-0.0322163076923077,-0.0361723076923077,-0.046076307692307694,-0.05232246153846154,-0.040221230769230766,-0.04127661538461539,-0.0378036923076923,-0.03660646153846154,-0.03977692307692307,-0.027852,-0.02772523076923077,0.001332559151517504,0.006201611688067092,0.013638308360773899,-0.015400669615312196,-0.05150281420285881,-0.11430185297040332,-0.1271095756288603,-0.1520363170508349,-0.14856012671381918,-0.11132864927355499,-0.14588086368035091,-0.11974426085770501,11.803333333333335,7.833333333333333,9.742666666666667,2.1029999999999998,0.0732,0.0599,1.9513333333333334,406.7666666666667,39.026666666666664
ÐÁ·áÕò,2025-01-12,119.561356,32.120672,point_21,1,2025-01-12,02:48,10:48,0.0214,0.0616,0.091,0.0748,0.0568,0.019,0.0192,0.0224,0.0159,0.0647,0.0277,0.0263,0.0324278419681884,0.0588226298800406,0.086431214725042,0.1070966720573621,0.1411577057719412,0.1915751440224981,0.2111168186453121,0.2393162120296945,0.2272122157707069,0.2158101854918838,0.208842852457313,0.1693596626593664,-0.05882984615384615,-0.03581630769230769,-0.0351723076923077,-0.04457630769230769,-0.055022461538461534,-0.05432123076923076,-0.055676615384615394,-0.0464036923076923,-0.04710646153846154,-0.02647692307692308,-0.020152,-0.015325230769230768,-0.011027841968188404,0.0027773701199594047,0.004568785274957993,-0.0322966720573621,-0.0843577057719412,-0.1725751440224981,-0.1919168186453121,-0.2169162120296945,-0.2113122157707069,-0.15111018549188382,-0.181142852457313,-0.1430596626593664,11.633333333333335,7.8500000000000005,9.720333333333333,2.1523333333333334,0.07476666666666666,0.06523333333333332,1.9623333333333333,406.73333333333335,42.42666666666667
ÐÁ·áÕò,2025-01-17,119.561356,32.120672,point_21,1,2025-01-17,02:48,10:48,0.066,0.0741,0.1028,0.0831,0.0701,0.0309,0.0303,0.0263,0.022,0.0632,0.0151,0.015,0.0684956617890614,0.0735544957101753,0.0942374305866765,0.1089451435029129,0.136834424137326,0.1810826624190586,0.1982862595717321,0.2252189784956713,0.2140956802992811,0.2000844130961427,0.1982050808929072,0.158761438666225,-0.014229846153846148,-0.02331630769230769,-0.023372307692307692,-0.036276307692307705,-0.04172246153846154,-0.04242123076923077,-0.04457661538461539,-0.0425036923076923,-0.04100646153846154,-0.027976923076923066,-0.032751999999999996,-0.02662523076923077,-0.002495661789061396,0.0005455042898246942,0.008562569413323506,-0.025845143502912907,-0.066734424137326,-0.1501826624190586,-0.1679862595717321,-0.1989189784956713,-0.19209568029928112,-0.1368844130961427,-0.1831050808929072,-0.14376143866622498,11.696666666666667,7.836666666666666,9.724,2.155666666666667,0.08673333333333333,0.0598,1.9743333333333333,414.9333333333334,38.76666666666666
ÐÁ·áÕò,2025-01-22,119.561356,32.120672,point_21,1,2025-01-22,02:48,10:48,0.053,0.0722,0.1042,0.0838,0.0735,0.0519,0.0505,0.0455,0.0432,0.0773,0.0351,0.035,0.0604752739187758,0.0843926228656418,0.1055986971403335,0.1218323441731775,0.15429283232339,0.1964350132169459,0.2153798498399027,0.2358751180432421,0.2294529678052078,0.2258556644519357,0.2123448181127365,0.1709165247549832,-0.027229846153846153,-0.02521630769230769,-0.021972307692307694,-0.0355763076923077,-0.03832246153846154,-0.021421230769230762,-0.024376615384615385,-0.023303692307692303,-0.019806461538461537,-0.013876923076923078,-0.012752,-0.006625230769230765,-0.007475273918775803,-0.012192622865641795,-0.0013986971403334991,-0.038032344173177496,-0.08079283232339,-0.1445350132169459,-0.16487984983990267,-0.1903751180432421,-0.18625296780520778,-0.1485556644519357,-0.1772448181127365,-0.1359165247549832,11.839999999999998,7.8566666666666665,9.879,2.019,0.08696666666666668,0.05566666666666666,1.9013333333333335,413.8666666666666,30.543333333333333
ÐÁ·áÕò,2025-01-27,119.561356,32.120672,point_21,1,2025-01-27,02:49,10:49,0.0414,0.0562,0.0868,0.0657,0.0505,0.0226,0.0248,0.0257,0.0188,0.0645,0.021,0.0211,0.0553927923802842,0.0639592554345355,0.0883234501750352,0.102884866758893,0.1358870938305765,0.1863102241360272,0.201794502140041,0.2325285586709015,0.2195705616065573,0.2057032457832422,0.1949915047834304,0.1497868788522363,-0.03882984615384615,-0.04121630769230769,-0.03937230769230769,-0.053676307692307704,-0.061322461538461534,-0.05072123076923077,-0.050076615384615386,-0.0431036923076923,-0.04420646153846154,-0.02667692307692307,-0.026851999999999997,-0.020525230769230768,-0.013992792380284204,-0.0077592554345354975,-0.0015234501750352042,-0.037184866758893,-0.08538709383057651,-0.1637102241360272,-0.176994502140041,-0.2068285586709015,-0.2007705616065573,-0.1412032457832422,-0.17399150478343042,-0.12868687885223629,11.5,7.906666666666666,9.936,2.0700000000000003,0.0701,0.054333333333333324,1.9143333333333334,425.2,29.78
ÐÁ·áÕò,2025-01-30,119.561356,32.120672,point_21,1,2025-01-30,02:59,10:59,0.0626,0.073,0.0951,0.0713,0.0615,0.0375,0.0359,0.0336,0.03,0.0713,0.0266,0.019,0.065657681091648,0.0722635036923016,0.0898107050769961,0.1017343634108164,0.1322722226552097,0.1758754931187446,0.1895008501711381,0.2112761396774675,0.2050372123609297,0.1988127587371472,0.1922008501711386,0.1487037770590183,-0.01762984615384615,-0.024416307692307695,-0.03107230769230769,-0.048076307692307696,-0.05032246153846154,-0.035821230769230765,-0.03897661538461539,-0.035203692307692304,-0.03300646153846154,-0.01987692307692307,-0.021252,-0.02262523076923077,-0.0030576810916480013,0.0007364963076983977,0.005289294923003909,-0.0304343634108164,-0.07077222265520969,-0.13837549311874459,-0.15360085017113811,-0.1776761396774675,-0.1750372123609297,-0.1275127587371472,-0.16560085017113862,-0.1297037770590183,11.46,7.9366666666666665,9.876666666666667,2.001333333333333,0.074,0.05393333333333333,1.777,414.43333333333334,22.753333333333334
ÐÁ·áÕò,2025-02-19,119.561356,32.120672,point_21,1,2025-02-19,02:59,10:59,0.0716,0.0835,0.1096,0.0838,0.0695,0.0372,0.0375,0.036,0.0297,0.0727,0.0271,0.021,0.070529673180965,0.0773088573024441,0.0974602225123238,0.1055560681046184,0.1409012496021927,0.1966930583429132,0.2132674531886288,0.2352126291656114,0.2286038095330876,0.2229086017315174,0.2002805217283998,0.1499214371074695,-0.008629846153846155,-0.013916307692307686,-0.016572307692307692,-0.0355763076923077,-0.04232246153846153,-0.03612123076923077,-0.03737661538461539,-0.032803692307692305,-0.033306461538461535,-0.01847692307692307,-0.020752,-0.020625230769230767,0.001070326819035003,0.006191142697555899,0.01213977748767621,-0.0217560681046184,-0.07140124960219268,-0.15949305834291322,-0.1757674531886288,-0.1992126291656114,-0.1989038095330876,-0.1502086017315174,-0.17318052172839982,-0.1289214371074695,11.383333333333333,7.886666666666667,9.943,1.7313333333333334,0.08693333333333335,0.05886666666666667,1.812,419.5333333333333,31.72
ÐÁ·áÕò,2025-02-24,119.561356,32.120672,point_21,1,2025-02-24,02:58,10:58,0.0618,0.0784,0.0956,0.0726,0.0605,0.031,0.0314,0.0327,0.0222,0.0622,0.0193,0.0148,0.0678045827406815,0.0786537202293968,0.0931104527534762,0.0996604024186686,0.1280180188869187,0.188266828062792,0.209259842890452,0.235080642531938,0.2239418113386457,0.2112988481447564,0.1932828660314738,0.1502233371652735,-0.01842984615384615,-0.019016307692307693,-0.03057230769230769,-0.0467763076923077,-0.05132246153846154,-0.042321230769230764,-0.04347661538461539,-0.0361036923076923,-0.04080646153846154,-0.028976923076923074,-0.028551999999999998,-0.026825230769230768,-0.006004582740681504,-0.00025372022939680605,0.00248954724652381,-0.027060402418668597,-0.06751801888691869,-0.157266828062792,-0.17785984289045198,-0.202380642531938,-0.20174181133864572,-0.1490988481447564,-0.17398286603147378,-0.1354233371652735,11.383333333333333,7.906666666666666,10.112,1.6313333333333333,0.09553333333333332,0.05833333333333333,1.8736666666666666,421.0,28.52333333333333
ÐÁ·áÕò,2025-03-01,119.561356,32.120672,point_21,1,2025-03-01,02:59,10:59,0.0757,0.0938,0.1114,0.1138,0.1047,0.0965,0.0966,0.0994,0.0902,0.0942,0.0846,0.0601,0.0698360088719157,0.0708351759120342,0.0915406273340737,0.0970870980522052,0.1398620569725071,0.2060419701368458,0.2252928401171667,0.233622374958595,0.2413507417077464,0.2308648374023345,0.2040156333417764,0.1488693542206547,-0.004529846153846148,-0.0036163076923076964,-0.014772307692307696,-0.0055763076923077,-0.007122461538461536,0.02317876923076924,0.021723384615384617,0.0305963076923077,0.027193538461538463,0.003023076923076934,0.036747999999999996,0.018474769230769232,0.005863991128084306,0.022964824087965796,0.0198593726659263,0.016712901947794803,-0.035162056972507086,-0.1095419701368458,-0.1286928401171667,-0.13422237495859501,-0.1511507417077464,-0.13666483740233448,-0.11941563334177639,-0.0887693542206547,12.44,7.873333333333334,10.075000000000001,1.5366666666666668,0.08209999999999999,0.054299999999999994,1.662,411.23333333333335,30.513333333333332
ÐÁ·áÕò,2025-03-06,119.561356,32.120672,point_21,1,2025-03-06,02:58,10:58,0.0689,0.0924,0.1126,0.0924,0.0807,0.0423,0.044,0.0409,0.0292,0.072,0.0259,0.0205,0.0560012551227844,0.0670337535477921,0.0826153966058101,0.0821763923257277,0.1189825471361116,0.2007119472101524,0.2266387331216025,0.2463810422877332,0.2389668261143476,0.2331143707499558,0.1760388266469224,0.1255122547395905,-0.011329846153846149,-0.005016307692307695,-0.013572307692307689,-0.026976307692307702,-0.031122461538461543,-0.031021230769230766,-0.03087661538461539,-0.027903692307692303,-0.033806461538461535,-0.019176923076923078,-0.021952,-0.021125230769230768,0.012898744877215602,0.02536624645220789,0.0299846033941899,0.0102236076742723,-0.03828254713611161,-0.1584119472101524,-0.1826387331216025,-0.2054810422877332,-0.2097668261143476,-0.16111437074995583,-0.15013882664692238,-0.10501225473959049,12.626666666666667,7.866666666666667,9.781333333333334,1.6053333333333333,0.10359999999999998,0.05406666666666667,1.7083333333333333,415.76666666666665,31.61
ÐÁ·áÕò,2025-03-08,119.561356,32.120672,point_21,1,2025-03-08,02:49,10:49,0.0749,0.0935,0.1125,0.0861,0.0649,0.0338,0.0244,0.0275,0.0241,0.0819,0.024,0.0199,0.0392988351551285,0.0466647010112424,0.0801846326208521,0.0849998970571997,0.141979584851496,0.2419891377485074,0.2672068724873186,0.2962179909592192,0.2851795958926797,0.2775593739648888,0.2097431888886718,0.1449182770557707,-0.005329846153846157,-0.003916307692307691,-0.013672307692307692,-0.0332763076923077,-0.04692246153846154,-0.03952123076923077,-0.050476615384615384,-0.041303692307692305,-0.03890646153846154,-0.009276923076923071,-0.023851999999999998,-0.021725230769230768,0.0356011648448715,0.0468352989887576,0.032315367379147905,0.0011001029428003017,-0.077079584851496,-0.2081891377485074,-0.2428068724873186,-0.26871799095921917,-0.2610795958926797,-0.19565937396488878,-0.1857431888886718,-0.1250182770557707,13.06,7.846666666666667,9.721666666666666,1.5513333333333332,0.10859999999999999,0.0478,1.6083333333333334,413.8333333333333,32.33
ÐÁ·áÕò,2025-03-16,119.561356,32.120672,point_21,1,2025-03-16,02:58,10:58,0.0777,0.106,0.1256,0.1202,0.1022,0.0621,0.0601,0.0552,0.042,0.0484,0.0393,0.0352,0.0483607865869105,0.0540822772765946,0.0692369045067513,0.0624271379303626,0.0989623336515792,0.1888731734959637,0.2167164948788394,0.2383196130389882,0.2274343491222256,0.2239518903155834,0.1487184186427139,0.1038591115744077,-0.0025298461538461464,0.008583692307692306,-0.0005723076923077053,0.0008236923076923031,-0.009622461538461538,-0.011221230769230761,-0.014776615384615388,-0.013603692307692303,-0.021006461538461536,-0.042776923076923073,-0.008551999999999997,-0.006425230769230766,0.029339213413089503,0.0519177227234054,0.056363095493248694,0.0577728620696374,0.0032376663484207924,-0.12677317349596368,-0.15661649487883939,-0.1831196130389882,-0.1854343491222256,-0.1755518903155834,-0.1094184186427139,-0.06865911157440771,13.513333333333334,7.846666666666667,9.226666666666667,2.5016666666666665,,0.0969,2.3503333333333334,407.0333333333333,120.87
